tconst,title,year,runtime,genre,director,rating,num_votes,img_url
tt0085867,The Lords of Discipline,1983,102,Thriller,NA,6.6,2379,NA
tt0085868,Losin' It,1983,100,"Comedy,Drama",NA,4.9,3812,NA
tt0085872,The Loveless,1981,82,Drama,NA,6.1,1338,NA
tt0085878,The Moon in the Gutter,1983,137,Drama,NA,6.0,1168,NA
tt0085891,The Man Who Loved Women,1983,110,"Comedy,Drama,Romance",NA,5.2,2027,NA
tt0085894,The Man with Two Brains,1983,93,"Comedy,Romance,Sci-Fi",NA,6.4,22684,NA
tt0085900,Le marginal,1983,100,"Action,Crime,Drama",NA,6.4,2137,NA
tt0085913,Masoom,1983,165,"Drama,Family,Musical",NA,8.5,3176,NA
tt0085918,Mausoleum,1983,96,Horror,NA,5.0,1370,NA
tt0085919,Max Dugan Returns,1983,98,"Comedy,Drama",NA,6.6,3115,NA
tt0085933,Merry Christmas Mr. Lawrence,1983,123,"Drama,War",NA,7.3,13537,NA
tt0085935,Metalstorm: The Destruction of Jared-Syn,1983,84,"Action,Adventure,Romance",NA,3.8,1477,NA
tt0085937,Microwave Massacre,1983,76,"Comedy,Horror",NA,4.1,1837,NA
tt0085959,The Meaning of Life,1983,107,"Comedy,Musical",NA,7.6,106007,NA
tt0085970,Mr. Mom,1983,91,"Comedy,Drama",NA,6.5,19565,NA
tt0085980,My Tutor,1983,97,Comedy,NA,5.2,2923,NA
tt0085991,Antarctica,1983,143,"Adventure,Drama",NA,7.7,1336,NA
tt0085994,Nate and Hayes,1983,99,"Action,Adventure,Comedy",NA,6.2,1786,NA
tt0085995,National Lampoon's Vacation,1983,98,"Adventure,Comedy",NA,7.4,88009,NA
tt0086005,Never Cry Wolf,1983,105,"Adventure,Drama",NA,7.5,7181,NA
tt0086006,Never Say Never Again,1983,134,"Action,Adventure,Thriller",NA,6.2,56728,NA
tt0086011,A Night in Heaven,1983,83,"Drama,Romance",NA,4.3,1085,NA
tt0086013,Nightbeast,1982,80,"Horror,Sci-Fi",NA,3.9,1127,NA
tt0086014,Nightmares,1983,99,"Horror,Sci-Fi",NA,5.8,2676,NA
tt0086022,Nostalgia,1983,125,Drama,NA,8.1,19331,NA
tt0086026,Extra Terrestrial Visitors,1983,80,"Fantasy,Horror,Sci-Fi",NA,2.0,4116,NA
tt0086034,Octopussy,1983,131,"Action,Adventure,Thriller",NA,6.6,87739,NA
tt0086036,Of Unknown Origin,1983,89,"Horror,Thriller",NA,6.1,2485,NA
tt0086050,One Dark Night,1982,89,Horror,NA,5.7,2184,NA
tt0086058,The Osterman Weekend,1983,103,"Action,Drama,Thriller",NA,5.9,7477,NA
tt0086066,The Outsiders,1983,91,"Crime,Drama",NA,7.1,68962,NA
tt0086079,Papy fait de la résistance,1983,102,"Comedy,Music,War",NA,6.8,2470,NA
tt0086087,Pauline at the Beach,1983,95,"Comedy,Drama,Romance",NA,7.4,5961,NA
tt0086102,Phar Lap,1983,107,"Biography,Drama,Family",NA,7.3,1515,NA
tt0086112,The Pirates of Penzance,1983,112,"Comedy,Musical,Romance",NA,7.1,3003,NA
tt0086113,The Pit,1981,96,"Horror,Mystery",NA,5.9,2063,NA
tt0086129,Porky's II: The Next Day,1983,98,Comedy,NA,5.1,10148,NA
tt0086135,Atlantis Interceptors,1983,92,"Action,Sci-Fi",NA,4.9,1170,NA
tt0086141,Prisoners of the Lost Universe,1983,90,"Action,Adventure,Fantasy",NA,3.7,1065,NA
tt0086143,Private School,1983,89,"Comedy,Romance",NA,5.3,5309,NA
tt0086148,Golgo 13: The Professional,1983,94,"Action,Animation,Crime",NA,6.8,2417,NA
tt0086153,First Name: Carmen,1983,85,"Crime,Drama,Music",NA,6.5,3045,NA
tt0086154,Psycho II,1983,113,"Crime,Horror,Mystery",NA,6.5,21520,NA
tt0086176,Rats: Night of Terror,1984,97,"Horror,Sci-Fi",NA,4.7,2082,NA
tt0086182,Rembetiko,1983,110,"Biography,Drama,History",NA,8.2,2422,NA
tt0086190,Star Wars: Episode VI - Return of the Jedi,1983,131,"Action,Adventure,Fantasy",NA,8.3,873580,NA
tt0086192,Revenge of the Ninja,1983,90,"Action,Crime,Drama",NA,6.1,4000,NA
tt0086194,Richard Pryor... Here and Now,1983,83,"Comedy,Documentary",NA,7.3,1938,NA
tt0086197,The Right Stuff,1983,193,"Adventure,Biography,Drama",NA,7.8,52948,NA
tt0086199,Crime and Punishment,1983,93,"Crime,Drama",NA,7.1,1916,NA
tt0086200,Risky Business,1983,99,"Comedy,Crime,Drama",NA,6.8,74732,NA
tt0086203,Rock & Rule,1983,77,"Animation,Fantasy,Music",NA,6.6,2849,NA
tt0086216,Rumble Fish,1983,94,"Crime,Drama,Romance",NA,7.2,29338,NA
tt0086230,Sadma,1983,141,Romance,NA,8.4,2660,NA
tt0086231,Sagara Sangamam,1983,160,"Drama,Musical,Romance",NA,8.7,2395,NA
tt0086232,Sahara,1983,111,"Adventure,Drama",NA,5.0,1271,NA
tt0086242,The Makioka Sisters,1983,140,"Drama,Romance",NA,7.2,1249,NA
tt0086248,Scalps,1983,82,Horror,NA,3.9,1026,NA
tt0086250,Scarface,1983,170,"Crime,Drama",NA,8.3,674666,NA
tt0086264,Screwballs,1983,82,Comedy,NA,4.7,2555,NA
tt0086301,Kids from Shaolin,1984,103,"Action,Comedy",NA,6.4,1398,NA
tt0086308,Zu: Warriors from the Magic Mountain,1983,95,"Action,Adventure,Fantasy",NA,6.7,2160,NA
tt0086312,Silkwood,1983,131,"Biography,Drama,History",NA,7.2,16919,NA
tt0086319,Slavnosti snezenek,1984,83,Comedy,NA,7.7,1182,NA
tt0086320,Sleepaway Camp,1983,84,Horror,NA,6.3,22839,NA
tt0086325,Smokey and the Bandit Part 3,1983,85,"Comedy,Crime",NA,3.5,7595,NA
tt0086336,Something Wicked This Way Comes,1983,95,"Fantasy,Mystery,Thriller",NA,6.8,7696,NA
tt0086340,Sorceress,1982,83,"Action,Adventure,Fantasy",NA,4.3,1351,NA
tt0086346,Spacehunter: Adventures in the Forbidden Zone,1983,90,"Action,Adventure,Sci-Fi",NA,5.5,4914,NA
tt0086352,Spring Break,1983,102,"Comedy,Romance",NA,4.9,2447,NA
tt0086355,Star 80,1983,103,"Biography,Drama",NA,6.7,5304,NA
tt0086356,The Star Chamber,1983,109,"Crime,Drama,Mystery",NA,6.3,5911,NA
tt0086358,State buoni se potete,1983,115,Drama,NA,8.0,1176,NA
tt0086361,Staying Alive,1983,93,"Drama,Music,Romance",NA,4.6,13413,NA
tt0086366,Still Smokin,1983,91,"Comedy,Music",NA,5.7,6911,NA
tt0086370,The Sting II,1983,101,"Comedy,Crime",NA,4.9,1898,NA
tt0086373,Strange Brew,1983,90,"Comedy,Crime,Sci-Fi",NA,6.7,14800,NA
tt0086374,Strange Invaders,1983,92,"Horror,Mystery,Sci-Fi",NA,5.5,2415,NA
tt0086377,Streamers,1983,118,"Crime,Drama,War",NA,6.5,1647,NA
tt0086379,Stroker Ace,1983,96,"Action,Comedy,Romance",NA,4.9,3294,NA
tt0086383,Sudden Impact,1983,117,"Action,Crime,Thriller",NA,6.6,37650,NA
tt0086393,Superman III,1983,125,"Action,Adventure,Comedy",NA,5.0,60369,NA
tt0086397,The Survivors,1983,103,"Comedy,Crime,Drama",NA,5.9,4324,NA
tt0086410,Tales of Ordinary Madness,1981,101,Drama,NA,6.8,2236,NA
tt0086420,"So Long, Stooge",1983,100,"Crime,Drama",NA,7.4,2233,NA
tt0086423,Tender Mercies,1983,92,"Drama,Music",NA,7.4,8592,NA
tt0086425,Terms of Endearment,1983,132,"Comedy,Drama",NA,7.4,50134,NA
tt0086429,Testament,1983,90,Drama,NA,6.9,5372,NA
tt0086443,Timerider: The Adventure of Lyle Swann,1982,94,"Action,Adventure,Sci-Fi",NA,5.4,1835,NA
tt0086449,To All a Goodnight,1980,87,"Horror,Mystery,Thriller",NA,4.7,1048,NA
tt0086450,To Be or Not to Be,1983,107,Comedy,NA,6.8,9568,NA
tt0086465,Trading Places,1983,116,Comedy,NA,7.5,124591,NA
tt0086486,Oasis of the Zombies,1982,82,Horror,NA,2.6,2041,NA
tt0086489,Twice Upon a Time,1983,74,"Action,Adventure,Animation",NA,6.8,1041,NA
tt0086491,Twilight Zone: The Movie,1983,101,"Horror,Sci-Fi",NA,6.5,30651,NA
tt0086494,Two of a Kind,1983,88,"Comedy,Fantasy,Romance",NA,4.7,3645,NA
tt0086508,Uncommon Valor,1983,105,"Action,Drama,Thriller",NA,6.4,8326,NA
tt0086510,Under Fire,1983,128,"Drama,War",NA,7.0,6368,NA
tt0086525,Valley Girl,1983,99,"Comedy,Romance",NA,6.4,11985,NA
tt0086541,Videodrome,1983,87,"Horror,Sci-Fi,Thriller",NA,7.3,75804,NA
tt0086543,The 4th Man,1983,102,"Drama,Mystery,Thriller",NA,7.2,6488,NA
tt0086551,Confidentially Yours,1983,110,"Comedy,Crime,Mystery",NA,7.3,5089,NA
tt0086567,WarGames,1983,114,"Sci-Fi,Thriller",NA,7.1,84505,NA
tt0086582,The Wicked Lady,1983,98,"Adventure,Drama",NA,4.6,1000,NA
tt0086589,Suburbia,1983,94,"Drama,Thriller",NA,7.1,3855,NA
tt0086593,Without a Trace,1983,120,"Drama,Mystery",NA,7.0,1709,NA
tt0086605,Winners & Sinners,1983,108,"Action,Comedy,Crime",NA,6.7,3962,NA
tt0086606,The 8 Diagram Pole Fighter,1984,98,"Action,Drama",NA,7.4,2303,NA
tt0086610,Xtro,1982,81,"Horror,Sci-Fi",NA,5.6,5340,NA
tt0086617,The Year of Living Dangerously,1982,115,"Drama,Romance,War",NA,7.1,18137,NA
tt0086618,Yellowbeard,1983,96,"Action,Adventure,Comedy",NA,6.0,6944,NA
tt0086619,Yentl,1983,133,"Drama,Musical,Romance",NA,6.5,11602,NA
tt0086636,Revenge of the Dead,1983,98,Horror,NA,6.2,1694,NA
tt0086637,Zelig,1983,79,Comedy,NA,7.7,37472,NA
tt0086643,Ziggy Stardust and the Spiders from Mars,1973,90,"Documentary,Music",NA,7.6,2358,NA
tt0086655,One Deadly Summer,1983,133,"Drama,Mystery",NA,7.3,3813,NA
tt0086837,2010: The Year We Make Contact,1984,116,"Adventure,Mystery,Sci-Fi",NA,6.8,47184,NA
tt0086850,Acqua e sapone,1983,109,Comedy,NA,6.5,1204,NA
tt0086856,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,103,"Adventure,Comedy,Romance",NA,6.3,22339,NA
tt0086859,Against All Odds,1984,128,"Action,Adventure,Crime",NA,5.9,9744,NA
tt0086873,All of Me,1984,93,"Comedy,Fantasy,Romance",NA,6.6,15401,NA
tt0086874,L'allenatore nel pallone,1984,98,"Comedy,Sport",NA,7.0,1948,NA
tt0086879,Amadeus,1984,160,"Biography,Drama,History",NA,8.3,341682,NA
tt0086886,American Dreamer,1984,105,"Comedy,Crime,Romance",NA,6.6,1327,NA
tt0086896,Angel,1984,94,"Action,Crime,Thriller",NA,5.6,2249,NA
tt0086904,Another Country,1984,90,"Biography,Drama,Romance",NA,7.1,4870,NA
tt0086907,Antonio Gaudí,1984,72,Documentary,NA,7.3,1191,NA
tt0086927,Bachelor Party,1984,105,Comedy,NA,6.3,33336,NA
tt0086935,Balkan Spy,1984,95,"Comedy,Drama",NA,8.9,9453,NA
tt0086946,Beat Street,1984,105,"Drama,Music",NA,6.5,3203,NA
tt0086955,Best Defense,1984,94,"Comedy,War",NA,3.8,5203,NA
tt0086960,Beverly Hills Cop,1984,105,"Action,Comedy,Crime",NA,7.3,150673,NA
tt0086961,No End,1985,107,"Drama,Romance",NA,7.5,3384,NA
tt0086969,Birdy,1984,120,"Drama,War",NA,7.3,19957,NA
tt0086972,The Blade Master,1982,92,"Action,Adventure,Fantasy",NA,2.3,3303,NA
tt0086973,Blame It on Rio,1984,100,"Comedy,Romance",NA,5.8,9306,NA
tt0086979,Blood Simple,1984,99,"Crime,Drama,Thriller",NA,7.6,80619,NA
tt0086984,Body Double,1984,114,"Crime,Drama,Mystery",NA,6.8,25825,NA
tt0086987,Bolero,1984,105,"Comedy,Drama,Romance",NA,2.9,4727,NA
tt0086992,The Bostonians,1984,122,"Drama,Romance",NA,6.3,1656,NA
tt0086993,The Bounty,1984,132,"Adventure,Drama,History",NA,7.0,22251,NA
tt0086994,Boy Meets Girl,1984,100,"Drama,Romance",NA,7.0,2613,NA
tt0086998,Breakin',1984,90,"Comedy,Drama,Music",NA,5.8,5398,NA
tt0086999,Breakin' 2: Electric Boogaloo,1984,94,"Comedy,Drama,Musical",NA,5.1,3383,NA
tt0087001,A Breed Apart,1984,95,"Action,Drama",NA,5.5,1198,NA
tt0087003,Broadway Danny Rose,1984,84,Comedy,NA,7.4,22191,NA
tt0087004,The Brother from Another Planet,1984,108,"Comedy,Sci-Fi",NA,6.7,5208,NA
tt0087013,Buster's World,1984,91,"Comedy,Family",NA,7.0,1146,NA
tt0087015,C.H.U.D.,1984,88,"Horror,Sci-Fi",NA,5.6,9524,NA
tt0087019,Cal,1984,102,"Drama,Romance,Thriller",NA,6.6,1274,NA
tt0087020,Calamari Union,1985,81,Comedy,NA,7.1,2847,NA
tt0087027,Camila,1984,107,"Drama,Romance",NA,6.9,1016,NA
tt0087032,Cannonball Run II,1984,108,"Action,Comedy",NA,5.1,13968,NA
tt0087034,Carmen,1984,152,"Drama,Music,Romance",NA,7.5,1363,NA
tt0087042,Cheech & Chong's The Corsican Brothers,1984,82,Comedy,NA,4.7,3664,NA
tt0087050,Children of the Corn,1984,92,"Horror,Thriller",NA,5.7,43262,NA
tt0087054,Choose Me,1984,106,"Comedy,Drama,Romance",NA,6.8,2428,NA
tt0087060,Ciske the Rat,1984,180,"Crime,Drama,Thriller",NA,7.0,2455,NA
tt0087062,City Heat,1984,93,"Action,Comedy,Crime",NA,5.5,8410,NA
tt0087065,Cloak & Dagger,1984,101,"Action,Adventure,Crime",NA,6.6,6327,NA
tt0087072,Comfort and Joy,1984,106,Comedy,NA,6.7,1522,NA
tt0087075,The Company of Wolves,1984,95,"Drama,Fantasy,Horror",NA,6.7,13811,NA
tt0087078,Conan the Destroyer,1984,103,"Action,Adventure,Fantasy",NA,5.9,72110,NA
tt0087089,The Cotton Club,1984,127,"Crime,Drama,Music",NA,6.5,15062,NA
tt0087091,Country,1984,105,Drama,NA,6.7,1654,NA
tt0087096,Crackers,1984,91,"Adventure,Comedy,Crime",NA,5.2,1088,NA
tt0087100,Crimes of Passion,1984,107,"Drama,Romance,Thriller",NA,6.4,5848,NA
tt0087123,Strangler vs. Strangler,1984,93,"Comedy,Crime,Horror",NA,8.1,2653,NA
tt0087127,Deathstalker,1983,80,"Adventure,Fantasy",NA,4.6,3650,NA
tt0087130,Def-Con 4,1985,88,"Action,Sci-Fi",NA,4.5,1622,NA
tt0087164,A Summer at Grandpa's,1984,93,Drama,NA,7.7,1077,NA
tt0087175,Dreamscape,1984,99,"Action,Adventure,Horror",NA,6.3,12777,NA
tt0087182,Dune,1984,137,"Action,Adventure,Sci-Fi",NA,6.5,112866,NA
tt0087188,And the Ship Sails On,1983,132,"Drama,History,Music",NA,7.6,4954,NA
tt0087197,Electric Dreams,1984,95,"Comedy,Drama,Music",NA,6.4,6457,NA
tt0087222,The Evil That Men Do,1984,90,"Action,Drama,Thriller",NA,6.1,3120,NA
tt0087229,Exterminator 2,1984,89,"Action,Crime,Drama",NA,4.4,1746,NA
tt0087231,The Falcon and the Snowman,1985,131,"Biography,Crime,Drama",NA,6.8,9735,NA
tt0087233,Falling in Love,1984,106,"Drama,Romance",NA,6.5,11524,NA
tt0087247,Fear City,1984,95,"Crime,Drama,Mystery",NA,5.7,2659,NA
tt0087250,La femme publique,1984,113,Drama,NA,6.5,1129,NA
tt0087258,Final Justice,1985,90,"Action,Crime,Drama",NA,2.1,2933,NA
tt0087262,Firestarter,1984,114,"Action,Horror,Sci-Fi",NA,6.1,27316,NA
tt0087263,Firstborn,1984,103,"Drama,Thriller",NA,6.3,1976,NA
tt0087265,The Flamingo Kid,1984,100,"Comedy,Drama,Romance",NA,6.2,4608,NA
tt0087268,Flashpoint,1984,93,"Action,Crime,Drama",NA,6.5,1911,NA
tt0087277,Footloose,1984,107,"Drama,Music,Romance",NA,6.6,64433,NA
tt0087280,The Element of Crime,1984,104,"Crime,Drama,Thriller",NA,6.8,8606,NA
tt0087298,Friday the 13th: The Final Chapter,1984,91,"Horror,Thriller",NA,6.0,39773,NA
tt0087313,Garbo Talks,1984,103,"Comedy,Drama",NA,6.4,1346,NA
tt0087332,Ghostbusters,1984,105,"Action,Comedy,Fantasy",NA,7.8,327691,NA
tt0087337,Give My Regards to Broad Street,1984,108,"Drama,Music",NA,5.3,1317,NA
tt0087344,Godzilla 1985,1985,82,"Action,Horror,Sci-Fi",NA,6.2,5564,NA
tt0087349,"Blue Mountains, or Unbelievable Story",1983,97,"Comedy,Drama",NA,8.9,1434,NA
tt0087359,"Grandview, U.S.A.",1984,97,Drama,NA,5.3,1630,NA
tt0087363,Gremlins,1984,106,"Comedy,Fantasy,Horror",NA,7.2,180151,NA
tt0087365,"Greystoke: The Legend of Tarzan, Lord of the Apes",1984,135,"Adventure,Drama",NA,6.4,16737,NA
tt0087373,The Dog Who Stopped the War,1984,92,"Adventure,Comedy,Drama",NA,7.5,1672,NA
tt0087385,Hardbodies,1984,88,Comedy,NA,4.9,2908,NA
tt0087386,Harry & Son,1984,120,Drama,NA,5.8,1805,NA
tt0087414,The Hit,1984,98,"Crime,Drama,Thriller",NA,7.1,6616,NA
tt0087425,Hot Dog... The Movie,1984,96,"Comedy,Romance,Sport",NA,4.9,2793,NA
tt0087428,The Hotel New Hampshire,1984,109,"Comedy,Drama",NA,6.0,7403,NA
tt0087432,When the Raven Flies,1984,109,"Action,Drama",NA,6.7,2221,NA
tt0087433,Yellow Earth,1984,86,"Drama,History,Music",NA,7.2,1967,NA
tt0087451,The Ice Pirates,1984,91,"Action,Adventure,Comedy",NA,5.7,9299,NA
tt0087452,Iceman,1984,100,"Drama,Sci-Fi",NA,6.1,4834,NA
tt0087464,Impulse,1984,91,"Horror,Mystery,Sci-Fi",NA,5.9,1123,NA
tt0087469,Indiana Jones and the Temple of Doom,1984,118,"Action,Adventure",NA,7.6,412014,NA
tt0087472,The Initiation,1984,97,"Horror,Mystery,Thriller",NA,5.8,2477,NA
tt0087481,Non c'è due senza quattro,1984,99,"Action,Comedy",NA,7.3,8242,NA
tt0087482,Irreconcilable Differences,1984,113,"Comedy,Drama,Romance",NA,5.7,2720,NA
tt0087507,Johnny Dangerously,1984,90,"Comedy,Crime",NA,6.5,12553,NA
tt0087514,Happy Easter,1984,98,Comedy,NA,6.4,1827,NA
tt0087527,The Jönsson Gang Gets Gold Fever,1984,101,"Comedy,Crime",NA,6.1,3029,NA
tt0087537,Kaos,1984,187,"Comedy,Drama,Romance",NA,7.9,2315,NA
tt0087538,The Karate Kid,1984,126,"Action,Drama,Family",NA,7.2,160293,NA
tt0087544,Nausicaä of the Valley of the Wind,1984,117,"Adventure,Animation,Fantasy",NA,8.1,130277,NA
tt0087553,The Killing Fields,1984,141,"Biography,Drama,History",NA,7.8,48043,NA
tt0087578,Wheels on Meals,1984,108,"Action,Comedy,Crime",NA,7.2,10573,NA
tt0087589,Lassiter,1984,100,"Action,Crime,Drama",NA,5.9,1896,NA
tt0087592,The Last Horror Film,1982,87,"Comedy,Horror",NA,5.6,1374,NA
tt0087597,The Last Starfighter,1984,101,"Action,Adventure,Sci-Fi",NA,6.7,35601,NA
tt0087606,The Legend of Suram Fortress,1985,88,Drama,NA,7.5,1446,NA
tt0087616,Monster Dog,1984,84,"Horror,Music",NA,4.4,1054,NA
tt0087622,The Lift,1983,95,"Fantasy,Horror,Sci-Fi",NA,6.2,5506,NA
tt0087629,The Little Drummer Girl,1984,130,Thriller,NA,6.1,1818,NA
tt0087635,The Lonely Guy,1984,90,Comedy,NA,6.3,6170,NA
tt0087644,Love Streams,1984,141,Drama,NA,7.8,4463,NA
tt0087650,Love and Doves,1985,107,"Comedy,Romance",NA,8.1,3411,NA
tt0087660,Super Space Fortress Macross,1984,114,"Action,Adventure,Animation",NA,7.9,2548,NA
tt0087666,Making the Grade,1984,105,"Comedy,Romance",NA,5.7,1232,NA
tt0087677,The Man from Majorca,1984,106,"Action,Crime,Thriller",NA,6.9,1299,NA
tt0087681,Marche à l'ombre,1984,90,"Comedy,Drama",NA,6.6,1189,NA
tt0087682,Maria's Lovers,1984,109,"Drama,Romance",NA,6.7,2144,NA
tt0087700,Meatballs Part II,1984,87,Comedy,NA,3.7,2107,NA
tt0087718,Micki + Maude,1984,118,"Comedy,Romance",NA,6.0,2522,NA
tt0087720,In the Middle of the Night,1984,131,"Comedy,Drama",NA,6.8,2190,NA
tt0087727,Missing in Action,1984,101,"Action,Adventure,Drama",NA,5.4,12811,NA
tt0087742,The Vultures,1984,95,"Action,Comedy,Drama",NA,6.2,1439,NA
tt0087746,Mortuary,1983,91,Horror,NA,5.2,1288,NA
tt0087747,Moscow on the Hudson,1984,115,"Comedy,Drama,Romance",NA,6.5,10240,NA
tt0087751,Mrs. Soffel,1984,110,"Drama,Romance",NA,6.2,2767,NA
tt0087755,The Muppets Take Manhattan,1984,94,"Adventure,Comedy,Drama",NA,6.9,18077,NA
tt0087759,Murder-Rock: Dancing Death,1984,93,"Mystery,Thriller",NA,5.5,1267,NA
tt0087781,The Natural,1984,138,"Drama,Sport",NA,7.5,40384,NA
tt0087795,Night Patrol,1984,85,Comedy,NA,4.9,1164,NA
tt0087796,Mutant,1984,99,"Horror,Sci-Fi,Thriller",NA,5.0,1607,NA
tt0087798,Night Train to Terror,1985,98,Horror,NA,4.2,1823,NA
tt0087799,Night of the Comet,1984,95,"Comedy,Horror,Sci-Fi",NA,6.4,16726,NA
tt0087800,A Nightmare on Elm Street,1984,91,Horror,NA,7.5,187896,NA
tt0087803,1984,1984,113,"Drama,Sci-Fi",NA,7.1,60811,NA
tt0087805,Ninja III: The Domination,1984,92,"Action,Fantasy,Thriller",NA,5.4,3440,NA
tt0087810,No Small Affair,1984,102,"Comedy,Drama,Music",NA,5.5,1784,NA
tt0087814,Nothing Left to Do but Cry,1984,113,"Comedy,Fantasy",NA,7.7,4855,NA
tt0087821,Full Moon in Paris,1984,101,"Drama,Romance",NA,7.6,2907,NA
tt0087835,"Oh, God! You Devil",1984,97,"Comedy,Fantasy",NA,5.5,2161,NA
tt0087843,Once Upon a Time in America,1984,229,"Crime,Drama",NA,8.4,282424,NA
tt0087855,Almanac of Fall,1984,119,Drama,NA,7.3,1083,NA
tt0087864,Over the Brooklyn Bridge,1984,108,Comedy,NA,5.9,1383,NA
tt0087866,Oxford Blues,1984,97,"Comedy,Drama,Sport",NA,5.3,2768,NA
tt0087884,"Paris, Texas",1984,145,Drama,NA,8.1,76559,NA
tt0087892,A Passage to India,1984,164,"Adventure,Drama,History",NA,7.3,15779,NA
tt0087903,The Perils of Gwendoline in the Land of the Yik Yak,1984,105,"Adventure,Fantasy",NA,5.2,2241,NA
tt0087909,Phenomena,1985,116,"Horror,Mystery",NA,6.8,20958,NA
tt0087910,The Philadelphia Experiment,1984,102,"Adventure,Drama,Romance",NA,6.1,13151,NA
tt0087921,Places in the Heart,1984,111,Drama,NA,7.3,9516,NA
tt0087928,Police Academy,1984,96,Comedy,NA,6.7,104853,NA
tt0087932,The Pope of Greenwich Village,1984,121,"Action,Comedy,Crime",NA,6.7,7148,NA
tt0087951,Protocol,1984,96,Comedy,NA,5.5,4255,NA
tt0087957,Purple Rain,1984,111,"Drama,Music,Musical",NA,6.6,17809,NA
tt0087968,Racing with the Moon,1984,108,"Comedy,Drama,Romance",NA,6.7,3827,NA
tt0087971,Il ragazzo di campagna,1984,92,Comedy,NA,6.8,1600,NA
tt0087980,The Razor's Edge,1984,128,"Drama,Romance,War",NA,6.6,4718,NA
tt0087981,Razorback,1984,95,"Horror,Thriller",NA,6.0,5206,NA
tt0087983,Reckless,1984,90,"Comedy,Drama,Romance",NA,6.3,1759,NA
tt0087985,Red Dawn,1984,114,"Action,Drama",NA,6.4,47952,NA
tt0087995,Repo Man,1984,92,"Comedy,Crime,Sci-Fi",NA,6.9,30998,NA
tt0087998,The Deadly Spawn,1983,81,"Horror,Sci-Fi",NA,6.1,3765,NA
tt0088000,Revenge of the Nerds,1984,90,Comedy,NA,6.6,46182,NA
tt0088001,Rhinestone,1984,111,"Comedy,Music",NA,3.8,6477,NA
tt0088002,My New Partner,1984,107,"Comedy,Crime",NA,7.2,3690,NA
tt0088007,The River,1984,124,Drama,NA,6.3,5932,NA
tt0088011,Romancing the Stone,1984,106,"Action,Adventure,Comedy",NA,6.9,76682,NA
tt0088015,Ronja Robbersdaughter,1984,126,"Adventure,Drama,Family",NA,7.3,9776,NA
tt0088024,Runaway,1984,99,"Action,Crime,Sci-Fi",NA,5.9,10731,NA
tt0088031,Saaransh,1984,137,Drama,NA,8.2,1543,NA
tt0088040,The Holy Innocents,1984,107,Drama,NA,8.2,2951,NA
tt0088044,Savage Streets,1984,93,"Action,Crime,Drama",NA,6.3,3352,NA
tt0088050,Darlings!,1984,101,Comedy,NA,6.4,1994,NA
tt0088074,Secret Honor,1984,90,"Biography,Comedy,Drama",NA,7.3,2465,NA
tt0088083,Sexmission,1984,117,"Adventure,Comedy,Sci-Fi",NA,7.7,10603,NA
tt0088099,Sharaabi,1984,180,"Comedy,Drama,Romance",NA,7.4,2364,NA
tt0088100,Devil Fish,1984,90,"Action,Adventure,Comedy",NA,2.6,3031,NA
tt0088103,Sheena: Queen of the Jungle,1984,117,"Adventure,Fantasy",NA,4.9,4042,NA
tt0088111,The Shooting Party,1985,98,"Drama,Romance",NA,6.9,1240,NA
tt0088117,"Silent Night, Deadly Night",1984,79,"Horror,Thriller",NA,5.9,12205,NA
tt0088128,Sixteen Candles,1984,93,"Comedy,Romance",NA,7.1,95749,NA
tt0088146,A Soldier's Story,1984,101,"Crime,Drama,Mystery",NA,7.2,8165,NA
tt0088161,Splash,1984,111,"Comedy,Fantasy,Romance",NA,6.2,64104,NA
tt0088170,Star Trek III: The Search for Spock,1984,105,"Action,Adventure,Sci-Fi",NA,6.7,69527,NA
tt0088172,Starman,1984,115,"Romance,Sci-Fi",NA,7.0,39696,NA
tt0088178,Stop Making Sense,1984,88,"Documentary,Music",NA,8.6,11074,NA
tt0088184,Stranger Than Paradise,1984,89,"Comedy,Drama",NA,7.6,31557,NA
tt0088194,Streets of Fire,1984,93,"Action,Crime,Drama",NA,6.7,16334,NA
tt0088196,Streetwise,1984,91,Documentary,NA,8.2,1473,NA
tt0088206,Supergirl,1984,124,"Action,Adventure,Fantasy",NA,4.4,17072,NA
tt0088213,Swing Shift,1984,100,"Drama,Romance,War",NA,5.9,3902,NA
tt0088224,Tank,1984,113,"Action,Comedy,Drama",NA,5.8,3733,NA
tt0088241,Voyage to Cythera,1984,120,Drama,NA,7.7,1936,NA
tt0088242,Teachers,1984,107,"Comedy,Drama",NA,6.1,3636,NA
tt0088247,The Terminator,1984,107,"Action,Sci-Fi",NA,8.0,739923,NA
tt0088249,Terror in the Aisles,1984,84,"Documentary,Horror,Thriller",NA,6.5,1622,NA
tt0088256,Thief of Hearts,1984,100,"Crime,Drama,Thriller",NA,5.8,1485,NA
tt0088258,This Is Spinal Tap,1984,82,"Comedy,Music",NA,7.9,121339,NA
tt0088272,Tightrope,1984,114,"Crime,Mystery,Thriller",NA,6.3,14445,NA
tt0088275,The Times of Harvey Milk,1984,90,"Biography,Documentary,History",NA,8.3,5270,NA
tt0088286,Top Secret!,1984,90,"Comedy,Music",NA,7.2,55281,NA
tt0088299,"Tro, håb og kærlighed",1984,108,"Comedy,Drama,Music",NA,7.4,1481,NA
